Temp	Dilation
773.43	0.01579
772.45	0.01568
771.49	0.01553
770.45	0.01539
769.39	0.01522
768.4	0.01513
767.37	0.01499
766.48	0.01485
765.45	0.0147
764.38	0.01449
763.37	0.01435
762.5	0.01421
761.44	0.01404
760.47	0.01393
759.42	0.01379
758.5	0.01365
757.58	0.01352
756.39	0.01336
755.39	0.01323
754.43	0.01311
753.55	0.01299
752.42	0.0128
751.51	0.01272
750.43	0.01256
749.56	0.01243
748.48	0.01225
747.47	0.01212
746.43	0.01198
745.36	0.01187
744.38	0.01171
743.4	0.01158
742.36	0.01145
741.32	0.01131
740.37	0.01118
739.53	0.01105
738.43	0.0109
737.43	0.01076
736.46	0.01063
735.43	0.01049
734.45	0.01036
733.47	0.01021
732.34	0.01009
731.49	0.00996
730.43	0.00981
729.45	0.00964
728.47	0.00954
727.35	0.00936
726.34	0.00924
725.47	0.00909
724.43	0.00893
723.43	0.00882
722.38	0.00868
721.33	0.00852
720.36	0.00839
719.37	0.00826
718.3	0.00812
717.24	0.00796
716.29	0.00784
715.28	0.00771
714.25	0.00757
713.43	0.00747
712.32	0.0073
711.29	0.00715
710.29	0.00702
709.26	0.00685
708.33	0.00673
707.24	0.00661
706.35	0.00645
705.27	0.00634
704.23	0.00618
703.31	0.00605
702.34	0.00594
701.41	0.00579
700.33	0.00564
699.33	0.0055
698.37	0.00539
697.23	0.00521
696.33	0.00511
695.26	0.00495
694.44	0.00481
693.27	0.00462
692.27	0.00448
691.18	0.00437
690.35	0.00429
689.33	0.00414
688.2	0.00396
687.31	0.00384
686.27	0.00369
685.25	0.00356
684.26	0.0034
683.24	0.0033
682.38	0.00318
681.34	0.00302
680.32	0.00287
679.35	0.00275
678.27	0.00261
677.41	0.00251
676.31	0.00235
675.34	0.0022
674.37	0.00207
673.3	0.00192
672.24	0.00178
671.28	0.00165
670.27	0.00152
669.28	0.0014
668.37	0.00124
667.41	0.00111
666.32	9.49E-04
665.18	8.18E-04
664.3	7.16E-04
663.31	6.01E-04
662.36	4.50E-04
661.43	3.25E-04
660.34	1.71E-04
659.38	3.94E-05
658.4	-1.07E-04
657.37	-2.19E-04
656.31	-3.53E-04
655.41	-4.57E-04
654.44	-6.26E-04
653.36	-7.59E-04
652.46	-8.68E-04
651.38	-9.97E-04
650.44	-0.00111
649.34	-0.00129
648.41	-0.0014
647.41	-0.00154
646.37	-0.00165
645.31	-0.0018
644.38	-0.00193
643.39	-0.00206
642.38	-0.0022
641.39	-0.0023
640.38	-0.00246
639.29	-0.00261
638.24	-0.00273
637.29	-0.00284
636.34	-0.00297
635.37	-0.0031
634.39	-0.00323
633.39	-0.00335
632.39	-0.00347
631.37	-0.00361
630.46	-0.00372
629.27	-0.00387
628.24	-0.00398
627.38	-0.00408
626.34	-0.00421
625.39	-0.00435
624.36	-0.00447
623.37	-0.0046
622.32	-0.00473
621.39	-0.00482
620.42	-0.00494
619.33	-0.00507
618.34	-0.00518
617.36	-0.0053
616.34	-0.00545
615.4	-0.00556
614.34	-0.00569
613.33	-0.00584
612.33	-0.00597
611.31	-0.00609
610.37	-0.00623
609.41	-0.00632
608.4	-0.00644
607.38	-0.00656
606.35	-0.00668
605.37	-0.00681
604.36	-0.00691
603.35	-0.00703
602.42	-0.00713
601.4	-0.00725
600.43	-0.00737
599.42	-0.00746
598.48	-0.00757
597.42	-0.00769
596.32	-0.00781
595.35	-0.0079
594.36	-0.008
593.4	-0.00811
592.31	-0.00822
591.33	-0.00834
590.28	-0.00846
589.39	-0.00855
588.38	-0.00867
587.36	-0.00877
586.4	-0.00893
585.36	-0.00901
584.29	-0.00912
583.38	-0.0092
582.39	-0.00932
581.31	-0.00942
580.43	-0.00952
579.44	-0.0096
578.37	-0.00974
577.36	-0.00986
576.41	-0.00995
575.43	-0.01008
574.39	-0.01017
573.29	-0.01029
572.4	-0.01038
571.32	-0.01048
570.31	-0.01058
569.44	-0.01068
568.36	-0.01079
567.33	-0.0109
566.38	-0.01101
565.37	-0.01111
564.31	-0.01122
563.38	-0.01131
562.38	-0.01139
561.39	-0.01145
560.42	-0.01156
559.4	-0.01166
558.4	-0.01178
557.45	-0.01185
556.5	-0.01193
555.43	-0.01201
554.33	-0.01212
553.4	-0.01223
552.39	-0.01231
551.42	-0.01237
550.45	-0.01246
549.42	-0.01254
548.4	-0.01261
547.3	-0.01268
546.3	-0.01277
545.27	-0.01285
544.34	-0.01294
543.33	-0.013
542.31	-0.01308
541.38	-0.01315
540.27	-0.01324
539.24	-0.01331
538.3	-0.01334
537.28	-0.01342
536.3	-0.01349
535.32	-0.01355
534.27	-0.01361
533.38	-0.01366
532.45	-0.01373
531.37	-0.01379
530.39	-0.01383
529.42	-0.01388
528.4	-0.01392
527.37	-0.01398
526.39	-0.01402
525.37	-0.01407
524.34	-0.01412
523.38	-0.01413
522.44	-0.01419
521.4	-0.01423
520.46	-0.01426
519.41	-0.01427
518.36	-0.0143
517.39	-0.0143
516.39	-0.01432
515.44	-0.01434
514.32	-0.01436
513.47	-0.01437
512.4	-0.01437
511.49	-0.01438
510.39	-0.01439
509.41	-0.01438
508.46	-0.0144
507.42	-0.0144
506.43	-0.01438
505.51	-0.01441
504.48	-0.01437
503.52	-0.01435
502.49	-0.01431
501.43	-0.01429
500.46	-0.01424
499.5	-0.01419
498.44	-0.01408
497.46	-0.01394
496.51	-0.01376
495.48	-0.01355
494.53	-0.01325
493.58	-0.01292
492.57	-0.01247
491.61	-0.01195
490.67	-0.01134
489.64	-0.01064
488.7	-0.00983
487.61	-0.00891
486.79	-0.00787
485.79	-0.00667
484.86	-0.00519
483.91	-0.00373
482.95	-0.00218
481.93	-4.88E-04
480.89	0.00124
479.84	0.00294
478.74	0.00461
477.53	0.00624
476.4	0.00773
475.33	0.00916
474.03	0.01042
472.88	0.01154
471.65	0.01253
470.53	0.01347
469.56	0.0143
468.51	0.01499
467.55	0.01554
466.48	0.01597
465.61	0.0164
464.65	0.01674
463.6	0.01703
462.67	0.0173
461.77	0.0175
460.75	0.01765
459.71	0.0178
458.85	0.01791
457.83	0.01804
456.76	0.01809
455.83	0.01816
454.81	0.01818
453.85	0.01823
452.99	0.01826
452.03	0.01829
451.04	0.01831
450.11	0.01829
449.1	0.0183
448.04	0.01829
447.07	0.01829
446.08	0.01828
445.09	0.01826
444.1	0.01827
443.15	0.01826
442.2	0.01824
441.23	0.01822
440.18	0.01821
439.18	0.01822
438.15	0.01819
437.22	0.01818
436.26	0.01815
435.2	0.01815
434.29	0.01811
433.26	0.01808
432.27	0.01806
431.27	0.01799
430.27	0.01798
429.27	0.01791
428.29	0.01788
427.22	0.01784
426.26	0.0178
425.26	0.01775
424.34	0.01768
423.38	0.01762
422.29	0.01755
421.26	0.01752
420.34	0.01746
419.37	0.01738
418.29	0.01731
417.3	0.01725
416.36	0.01717
415.28	0.01711
414.35	0.01704
413.24	0.01698
412.36	0.01693
411.3	0.01686
410.41	0.01678
409.38	0.01669
408.25	0.01664
407.3	0.01657
406.39	0.01651
405.39	0.01643
404.33	0.01636
403.43	0.01629
402.47	0.01623
401.45	0.01616
400.45	0.01607
399.41	0.01598
398.36	0.01592
397.32	0.01585
396.44	0.01577
395.4	0.01569
394.34	0.01561
393.4	0.01555
392.36	0.01545
391.35	0.01537
390.38	0.01531
389.38	0.01523
388.36	0.01514
387.37	0.01505
386.32	0.01497
385.3	0.01489
384.32	0.01482
383.39	0.0147
382.47	0.01466
381.47	0.01455
380.5	0.01446
379.41	0.01434
378.4	0.01426
377.33	0.01415
376.28	0.01406
375.31	0.01399
374.34	0.01392
373.29	0.01384
372.28	0.01377
371.36	0.01369
370.36	0.0136
369.33	0.01351
368.36	0.01343
367.33	0.01334
366.33	0.01324
365.24	0.01315
364.35	0.01308
363.35	0.01301
362.31	0.01291
361.33	0.01282
360.28	0.01274
359.34	0.01266
358.27	0.01257
357.35	0.01249
356.36	0.01242
355.36	0.01233
354.36	0.01223
353.33	0.01215
352.4	0.01206
351.35	0.01198
350.32	0.0119
349.32	0.01183
348.32	0.01172
347.34	0.01164
346.37	0.01159
345.36	0.0115
344.37	0.0114
343.37	0.01131
342.4	0.01121
341.33	0.01111
340.38	0.01104
339.39	0.01094
338.31	0.01086
337.38	0.01079
336.41	0.0107
335.35	0.01062
334.38	0.01053
333.29	0.01042
332.33	0.01035
331.39	0.01026
330.37	0.01018
329.42	0.0101
328.39	0.01002
327.45	0.00993
326.39	0.00982
325.43	0.00974
324.4	0.00965
323.37	0.00955
322.41	0.00949
321.38	0.00939
320.35	0.00929
319.34	0.00918
318.4	0.0091
317.42	0.00903
316.46	0.00895
315.46	0.00888
314.4	0.00877
313.33	0.00868
312.45	0.00861
311.3	0.00851
310.4	0.00842
309.43	0.00833
308.43	0.00825
307.4	0.00819
306.51	0.0081
305.53	0.00801
304.5	0.00791
303.44	0.00782
302.42	0.00773
301.44	0.00766
300.48	0.00759
299.46	0.0075
298.44	0.0074
297.44	0.0073
296.41	0.00722
295.44	0.00713
294.47	0.00705
293.45	0.00695
292.51	0.00686
291.41	0.00677
290.36	0.00668
289.36	0.00658
288.45	0.00653
287.39	0.00644
286.45	0.00637
285.42	0.00626
284.53	0.00617
283.52	0.00609
282.55	0.00598
281.49	0.0059
280.49	0.00581
279.47	0.00572
278.47	0.00562
277.49	0.00555
276.45	0.00547
275.44	0.00537
274.52	0.00528
273.38	0.00519
272.44	0.00511
271.52	0.00503
270.48	0.00492
269.54	0.00485
268.47	0.00476
267.52	0.00467
266.5	0.00459
265.4	0.00449
264.43	0.0044
263.45	0.00431
262.49	0.00424
261.54	0.00415
260.4	0.00407
259.44	0.00399
258.52	0.0039
257.47	0.00382
256.39	0.00368
255.46	0.00361
254.43	0.00354
253.42	0.00347
252.49	0.0034
251.5	0.00329
250.47	0.00321
249.5	0.00312
248.55	0.00304
247.45	0.00295
246.51	0.00287
245.44	0.00279
244.48	0.00268
243.47	0.00259
242.49	0.00252
241.48	0.00242
240.53	0.00235
239.49	0.00227
238.52	0.00218
237.52	0.0021
236.39	0.002
235.45	0.00191
234.44	0.00182
233.51	0.00174
232.54	0.00167
231.58	0.00159
230.59	0.0015
229.54	0.00142
228.56	0.00133
227.48	0.00123
226.45	0.00116
225.49	0.00107
224.54	9.83E-04
223.5	9.01E-04
222.61	8.07E-04
221.55	7.26E-04
220.51	6.48E-04
219.56	5.63E-04
218.56	4.81E-04
217.53	4.01E-04
216.46	3.21E-04
215.55	2.40E-04
214.65	1.44E-04
213.56	5.94E-05
212.51	-2.13E-05
211.67	-1.18E-04
210.67	-1.67E-04
209.49	-2.66E-04
208.51	-3.68E-04
207.49	-4.42E-04
206.5	-5.26E-04
205.44	-6.12E-04
204.37	-7.08E-04
203.35	-7.72E-04
202.38	-8.50E-04
201.49	-9.22E-04
200.58	-9.90E-04
199.51	-0.0011
198.53	-0.00119
197.45	-0.00128
196.5	-0.00135
195.52	-0.00143
194.59	-0.0015
193.55	-0.00159
192.51	-0.00168
191.52	-0.00178
190.52	-0.00184
189.58	-0.00193
188.51	-0.002
187.48	-0.00208
186.55	-0.00217
185.57	-0.00224
184.51	-0.00235
183.52	-0.00241
182.65	-0.00249
181.61	-0.00257
180.63	-0.00266
179.54	-0.00274
178.45	-0.00282
177.56	-0.0029
176.64	-0.00296
175.69	-0.00305
174.63	-0.00313
173.71	-0.0032
172.6	-0.00329
171.53	-0.00338
170.55	-0.00348
169.55	-0.00355
168.6	-0.00363
167.67	-0.00371
166.65	-0.00378
165.75	-0.00387
164.73	-0.00396
163.69	-0.00402
162.57	-0.00411
161.64	-0.0042
160.74	-0.00428
159.7	-0.00438
158.72	-0.00445
157.75	-0.00453
156.64	-0.0046
155.71	-0.00468
154.81	-0.00476
153.81	-0.00486
152.88	-0.00495
151.74	-0.00502
150.72	-0.0051
149.77	-0.00517
148.8	-0.00525
147.79	-0.00534
146.87	-0.00543
145.94	-0.00549
144.91	-0.00558
143.91	-0.00566
142.98	-0.00574
141.98	-0.00584
141	-0.00594
140.11	-0.00603
139.21	-0.00611
138.28	-0.00618
137.36	-0.00627
136.38	-0.00634
135.51	-0.00639
134.95	-0.00645
134.07	-0.00653
133.07	-0.00662
132.07	-0.00668
131.27	-0.00675
130.41	-0.00681
129.54	-0.00688
128.79	-0.00695
127.99	-0.007
127.21	-0.00707
126.39	-0.00712
125.55	-0.00719
124.81	-0.00726
124.05	-0.00733
123.46	-0.00739
122.63	-0.00744
121.86	-0.0075
121.12	-0.00756
120.41	-0.0076
119.76	-0.00765
119.06	-0.00768
118.36	-0.00774
117.72	-0.00778
117.02	-0.00784
116.31	-0.00789
115.72	-0.00795
115.03	-0.00799
114.45	-0.00804
113.82	-0.00809
113.1	-0.00813
112.55	-0.00819
111.9	-0.00824
111.32	-0.00828
110.79	-0.00833
110.26	-0.00837
109.58	-0.00843
109.03	-0.00845
108.44	-0.0085
108	-0.00855
107.66	-0.00859
107.09	-0.00864
106.32	-0.00869
105.69	-0.00871
105.2	-0.00877
104.72	-0.0088
104.24	-0.00883
103.71	-0.00887
103.24	-0.00891
102.61	-0.00894
102.2	-0.00898
101.75	-0.00904
101.31	-0.00907
100.78	-0.0091
100.31	-0.00913
99.89	-0.00917
99.435	-0.00921
98.87	-0.00924
98.518	-0.00927
97.978	-0.00931
97.564	-0.00934
97.2	-0.00937
96.75	-0.0094
96.379	-0.00943
95.889	-0.00946
95.482	-0.0095
95.146	-0.00952
94.772	-0.00955
94.299	-0.00958
93.844	-0.00961
93.513	-0.00965
93.281	-0.00969
92.899	-0.00971
92.399	-0.00974
91.992	-0.00978
91.669	-0.00981
91.353	-0.00984
91.005	-0.00986
90.611	-0.00987
90.274	-0.00991
89.984	-0.00994
89.632	-0.00996
89.213	-0.00999
88.876	-0.01002
88.611	-0.01005
88.401	-0.01006
87.936	-0.01008
87.599	-0.0101
87.376	-0.01011
87.066	-0.01015
86.708	-0.01018
86.39	-0.01021
86.138	-0.01021
85.881	-0.01025
85.536	-0.01028
85.216	-0.01031
84.975	-0.01033
84.631	-0.01035
84.236	-0.01036
83.829	-0.01039
83.792	-0.01041
83.554	-0.01043
83.326	-0.01045
83.026	-0.01048
82.755	-0.01051
82.492	-0.01052
82.281	-0.01054
81.997	-0.01055
81.72	-0.01058
81.477	-0.01059
81.322	-0.01061
80.963	-0.01063
80.716	-0.01064
80.486	-0.01067
80.382	-0.01068
80.089	-0.01069
79.79	-0.0107
79.567	-0.01073
79.342	-0.01075
79.192	-0.01076
78.857	-0.01078
78.666	-0.01079
78.55	-0.01082
78.27	-0.01082
78.062	-0.01084
77.811	-0.01087
77.611	-0.01088
77.54	-0.0109
77.146	-0.01091
77.007	-0.01094
76.771	-0.01095
76.684	-0.01096
76.424	-0.01099
76.222	-0.01099
76.074	-0.011
75.87	-0.01101
75.649	-0.01104
75.497	-0.01105
75.325	-0.01107
75.12	-0.01107
74.975	-0.0111
74.764	-0.01111
74.58	-0.01112
74.478	-0.01114
74.234	-0.01115
74.057	-0.01116
73.811	-0.01117
73.732	-0.01119
73.605	-0.0112
73.412	-0.01122
73.127	-0.01123
73.07	-0.01124
72.926	-0.01126
72.73	-0.01126
72.538	-0.01128
72.364	-0.01128
72.265	-0.01129
72.119	-0.0113
71.914	-0.01131
71.732	-0.01133
71.709	-0.01133
71.51	-0.01135
71.341	-0.01136
71.147	-0.01137
71.123	-0.01138
70.946	-0.0114
70.772	-0.01141
70.577	-0.01141
70.436	-0.01142
70.325	-0.01143
70.201	-0.01144
70.107	-0.01146
69.915	-0.01146
69.822	-0.01147
69.721	-0.01148
69.541	-0.01151
69.459	-0.01151
69.367	-0.01151
69.266	-0.01151
69.035	-0.01152
68.925	-0.01155
68.878	-0.01155
68.621	-0.01155
68.426	-0.01156
68.477	-0.01158
68.376	-0.0116
68.19	-0.0116
68.009	-0.0116
68.006	-0.01161
67.875	-0.01161
67.721	-0.01163
67.586	-0.01163
67.503	-0.01165
67.391	-0.01166
67.224	-0.01165
67.121	-0.01168
67.034	-0.01169
67.011	-0.01168
66.908	-0.0117
66.657	-0.01172
66.633	-0.01173
66.562	-0.01173
66.475	-0.01173
66.279	-0.01175
66.265	-0.01175
66.142	-0.01176
65.992	-0.01177
65.821	-0.01178
65.79	-0.01178
65.708	-0.0118
65.633	-0.0118
65.438	-0.01179
65.409	-0.01181
65.364	-0.01181
65.221	-0.01183
65.09	-0.01183
65.013	-0.01184
64.965	-0.01183
64.817	-0.01185
64.696	-0.01185
64.627	-0.01187
64.59	-0.01186
64.408	-0.01188
64.302	-0.01189
64.339	-0.01189
64.197	-0.0119
64.079	-0.01189
64.026	-0.01189
63.994	-0.0119
63.837	-0.0119
63.753	-0.01191
63.671	-0.01192
63.582	-0.01193
63.554	-0.01195
63.487	-0.01195
63.31	-0.01195
63.252	-0.01196
63.224	-0.01196
63.158	-0.01196
63.009	-0.01198
62.934	-0.01197
62.921	-0.01199
62.779	-0.01199
62.671	-0.012
62.544	-0.01201
62.585	-0.01201
62.406	-0.012
62.342	-0.01202
62.318	-0.01202
62.271	-0.01203
62.137	-0.01205
61.987	-0.01205
62.024	-0.01205
61.963	-0.01206
61.859	-0.01205
61.762	-0.01207
61.774	-0.01206
61.655	-0.01207
61.542	-0.01207
61.499	-0.01209
61.376	-0.01209
61.391	-0.01209
61.258	-0.01211
61.114	-0.01213
61.186	-0.01213
61.062	-0.01212
60.957	-0.01213
60.927	-0.01215
60.886	-0.01214
60.805	-0.01214
60.673	-0.01214
60.676	-0.01216
60.635	-0.01216
60.411	-0.01216
60.459	-0.01218
60.456	-0.01218
60.311	-0.01218
60.249	-0.01217
60.264	-0.01219
60.18	-0.0122
60.061	-0.01221
59.993	-0.01221
59.878	-0.01222
59.97	-0.01222
59.845	-0.01221
59.766	-0.01222
59.76	-0.01223
59.647	-0.01222
59.568	-0.01223
59.579	-0.01224
59.479	-0.01224
59.402	-0.01225
59.292	-0.01225
59.331	-0.01226
59.31	-0.01228
59.136	-0.01227
59.041	-0.01227
59.324	-0.01228
59.197	-0.01228
59.052	-0.01227
58.929	-0.0123
58.79	-0.01229
58.716	-0.0123
58.731	-0.01231
58.65	-0.0123
58.572	-0.01231
58.508	-0.01232
58.522	-0.01232
58.389	-0.01233
58.373	-0.01234
58.356	-0.01234
58.287	-0.01232
58.18	-0.01234
58.283	-0.01234
58.142	-0.01235
57.993	-0.01233
57.992	-0.01234
58.006	-0.01234
57.874	-0.01235
57.843	-0.01236
57.768	-0.01237
57.697	-0.01237
57.663	-0.01237
57.706	-0.01238
57.545	-0.01238
57.498	-0.01238
57.481	-0.01238
57.426	-0.01239
57.32	-0.01238
57.328	-0.0124
57.244	-0.0124
57.157	-0.0124
57.13	-0.01241
57.104	-0.01241
57.042	-0.01241
56.997	-0.01243
57.012	-0.01243
56.935	-0.01242
56.863	-0.01243
56.913	-0.01243
56.82	-0.01243
56.823	-0.01243
56.728	-0.01243
56.622	-0.01244
56.61	-0.01245
56.468	-0.01245
56.463	-0.01246
56.471	-0.01247
56.384	-0.01246
56.418	-0.01247
56.347	-0.01246
56.188	-0.01248
56.252	-0.01248
56.187	-0.01248
56.056	-0.01248
56.072	-0.01248
55.998	-0.01249
55.885	-0.01249
55.928	-0.01249
55.879	-0.0125
55.876	-0.0125
55.823	-0.01249
55.706	-0.0125
55.724	-0.01251
55.61	-0.0125
55.55	-0.01251
55.592	-0.01251
55.529	-0.01251
55.442	-0.01252
55.471	-0.01252
55.407	-0.01252
55.337	-0.01253
55.334	-0.01253
55.242	-0.01252
55.178	-0.01253
55.246	-0.01253
55.076	-0.01253
55.085	-0.01254
55.118	-0.01253
54.97	-0.01255
54.976	-0.01254
54.906	-0.01256
54.775	-0.01255
54.885	-0.01255
54.761	-0.01256
54.751	-0.01256
54.771	-0.01256
54.656	-0.01257
54.65	-0.01256
54.583	-0.01258
54.573	-0.01257
54.462	-0.01257
54.501	-0.01258
54.434	-0.01257
54.359	-0.01258
54.424	-0.01259
54.267	-0.0126
54.315	-0.01259
54.248	-0.01259
54.19	-0.01259
54.183	-0.0126
54.174	-0.01261
54.051	-0.01262
54.009	-0.01263
54.073	-0.01261
53.951	-0.01261
53.937	-0.01262
53.937	-0.01262
53.831	-0.01263
53.847	-0.01262
53.805	-0.01263
53.736	-0.01263
53.735	-0.01265
53.706	-0.01266
53.564	-0.01265
53.579	-0.01266
53.486	-0.01265
53.445	-0.01265
53.511	-0.01265
53.414	-0.01266
53.322	-0.01268
53.424	-0.01266
53.317	-0.01267
53.248	-0.01266
53.337	-0.01267
53.201	-0.01267
53.16	-0.01269
53.203	-0.01269
53.111	-0.01268
53.081	-0.0127
53.019	-0.01269
52.951	-0.01269
52.896	-0.01269
52.875	-0.0127
52.795	-0.01271
52.741	-0.01271
52.789	-0.01271
52.768	-0.0127
52.778	-0.01272
52.789	-0.01272
52.544	-0.01272
52.588	-0.01273
52.613	-0.01272
52.484	-0.01273
52.521	-0.01273
52.496	-0.01272
52.497	-0.01273
52.428	-0.01274
52.352	-0.01273
52.358	-0.01274
52.278	-0.01274
52.298	-0.01274
52.332	-0.01275
52.195	-0.01275
52.161	-0.01275
52.12	-0.01273
52.006	-0.01274
52.058	-0.01275
52.017	-0.01277
51.926	-0.01277
51.959	-0.01277
51.921	-0.01277
51.832	-0.01278
51.932	-0.01279
51.771	-0.01278
51.73	-0.01277
51.785	-0.01278
51.666	-0.01278
51.722	-0.01278
51.657	-0.01279
51.615	-0.0128
51.65	-0.01278
51.552	-0.0128
51.55	-0.0128
51.477	-0.0128
51.44	-0.01281
51.406	-0.01278
51.354	-0.01281
51.282	-0.01282
51.333	-0.01281
51.291	-0.01282
51.275	-0.01283
51.199	-0.01283
51.16	-0.01283
51.152	-0.01281
51.152	-0.01282
51.035	-0.01282
51.117	-0.01282
50.999	-0.01283
50.987	-0.01283
51.023	-0.01284
50.835	-0.01284
50.869	-0.01287
50.718	-0.01284
50.832	-0.01284
50.816	-0.01284
50.716	-0.01286
50.756	-0.01285
50.652	-0.01285
50.622	-0.01286
50.631	-0.01286
50.522	-0.01285
50.562	-0.01286
50.558	-0.01286
50.412	-0.01285
50.489	-0.01286
50.426	-0.01286
50.465	-0.01286
50.34	-0.01287
50.275	-0.01286
50.316	-0.0129
50.225	-0.01288
50.267	-0.01288
50.222	-0.01287
50.206	-0.01288
50.107	-0.01289
50.041	-0.0129
50.151	-0.01289
50.057	-0.01289
50.044	-0.01289
49.984	-0.01291
49.889	-0.01291
49.925	-0.01289
49.891	-0.0129
49.963	-0.0129
49.785	-0.01291
49.827	-0.0129
49.728	-0.01291
49.858	-0.01292
49.641	-0.01292
49.645	-0.01292
49.647	-0.01292
49.731	-0.01292
49.626	-0.01291
49.548	-0.01292
49.591	-0.01293
49.537	-0.01292
49.486	-0.01291
49.472	-0.01292
49.391	-0.01293
49.404	-0.01293
49.344	-0.01294
49.36	-0.01293
49.296	-0.01292
49.303	-0.01293
49.164	-0.01293
49.252	-0.01294
49.145	-0.01294
49.182	-0.01294
49.147	-0.01294
49.02	-0.01294
49.068	-0.01294
48.993	-0.01294
49.045	-0.01295
48.96	-0.01295
48.982	-0.01295
48.913	-0.01296
48.929	-0.01296
48.861	-0.01296
48.83	-0.01295
48.796	-0.01297
48.817	-0.01297
48.84	-0.01296
48.696	-0.01297
48.659	-0.01297
48.6	-0.01297
48.708	-0.01297
48.508	-0.01298
48.59	-0.01299
48.497	-0.01299
48.529	-0.01299
48.482	-0.01298
48.458	-0.01299
48.366	-0.01298
48.342	-0.01299
48.345	-0.013
48.289	-0.01299
48.358	-0.013
48.22	-0.013
48.287	-0.01301
48.161	-0.013
48.203	-0.01301
48.1	-0.01299
48.151	-0.01301
48.053	-0.013
48.133	-0.01299
47.975	-0.013
48.037	-0.01301
47.963	-0.013
47.935	-0.013
47.938	-0.013
47.811	-0.01301
47.925	-0.01302
47.809	-0.01302
47.795	-0.01302
47.769	-0.01302
47.79	-0.01303
47.699	-0.01302
47.717	-0.01303
47.654	-0.01303
47.629	-0.01302
47.619	-0.01301
47.535	-0.01304
47.568	-0.01304
47.554	-0.01304
47.515	-0.01304
47.479	-0.01304
47.405	-0.01305
47.427	-0.01303
47.32	-0.01305
47.459	-0.01305
47.254	-0.01304
47.338	-0.01307
47.209	-0.01306
47.331	-0.01305
47.166	-0.01306
47.274	-0.01306
47.243	-0.01305
47.117	-0.01305
47.111	-0.01307
47.059	-0.01306
47.098	-0.01306
46.982	-0.01307
47.067	-0.01306
46.923	-0.01306
47.001	-0.01306
46.989	-0.01307
46.917	-0.01307
46.977	-0.01307
46.879	-0.01307
46.883	-0.01308
46.774	-0.01308
46.778	-0.01309
46.749	-0.01308
46.751	-0.01307
46.742	-0.01308
46.64	-0.01309
46.658	-0.01308
46.647	-0.01308
46.613	-0.01307
46.543	-0.01309
46.516	-0.01309
46.497	-0.0131
46.509	-0.01308
46.554	-0.0131
46.404	-0.0131
46.42	-0.0131
46.368	-0.0131
46.388	-0.0131
46.376	-0.01311
46.307	-0.01311
46.306	-0.01311
46.258	-0.01311
46.289	-0.0131
46.273	-0.01312
46.452	-0.01311
46.417	-0.01312
46.197	-0.01311
46.098	-0.01312
46.069	-0.01313
46.092	-0.01312
46.002	-0.01311
46.06	-0.01313
46.002	-0.01313
46.007	-0.01312
45.913	-0.01314
45.839	-0.01313
45.927	-0.01312
45.898	-0.01313
45.924	-0.01312
45.773	-0.01313
45.794	-0.01312
45.779	-0.01313
45.733	-0.01313
45.691	-0.01314
45.588	-0.01313
45.677	-0.01314
45.607	-0.01314
45.673	-0.01314
45.553	-0.01315
45.609	-0.01314
45.48	-0.01315
45.529	-0.01315
45.514	-0.01316
45.406	-0.01315
